Hidden State,Observed State,Lane,Suddeness,TimeStamp,Passenger Load,Average Speed,Driver Behavior,Reason for lane change,Remarks
Vehicle,1 Lane Right,1st Lane,,9:58:46,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,9:59:12,Moderate (34 - 80 %),,, ,
Passenger,Unload,2nd Lane,,9:59:48,Moderate (34 - 80 %),,,Car parked/idle in lane 1,
Vehicle,Go,2nd Lane,,9:59:57,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,1st Lane,,10:00:09,Moderate (34 - 80 %),,,Less cars in lane 1,
Stoplight,Stop,1st Lane,,10:00:20,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:02:10,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,10:02:35,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:02:40,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,10:03:31,Moderate (34 - 80 %),,,Motorcycles in lane 1,
Vehicle,1 Lane Right,1st Lane,,10:03:35,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,10:04:00,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:04:36,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,10:05:18,Moderate (34 - 80 %),,,Car idle in lane 1,
Vehicle,1 Lane Right,1st Lane,,10:05:21,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,10:05:55,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:06:07,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,10:07:14,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:07:20,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,10:08:23,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:08:31,Low (0 - 33 %),,,,
Passenger,Unload,1st Lane,,10:08:59,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,10:09:04,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,10:11:15,Low (0 - 33 %),,,Traffic,
Vehicle,Stop,1st Lane,,10:13:33,Low (0 - 33 %),,,end of jeep,
Vehicle,Go,1st Lane,,10:25:39,Low (0 - 33 %),,slow due to looking for passengers,Start of jeep from pt a to b,
Passenger,Load,1st Lane,,10:27:14,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:27:22,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,10:27:52,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:28:01,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,10:28:48,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:28:56,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,10:42:34,Low (0 - 33 %),,,,Start again from cut
Vehicle,1 Lane Right,1st Lane,,10:42:41,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,10:42:43,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,10:43:00,Low (0 - 33 %),,,,
Vehicle,1 Lane Left,2nd Lane,,10:43:12,Low (0 - 33 %),,,,
Stoplight,Stop,2nd Lane,,10:43:26,Low (0 - 33 %),,,,
Vehicle,Go,3rd Lane,,10:45:32,Low (0 - 33 %),,,Turning left,
Passenger,Unload,1st Lane,,10:45:50,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,10:45:54,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,10:46:21,Moderate (34 - 80 %),,,Idle Truck in lane 1 ,
Vehicle,1 Lane Right,1st Lane,,10:46:35,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,10:46:42,Moderate (34 - 80 %),,,Slow Tricycle and idle car in lane 1,
Vehicle,1 Lane Right,1st Lane,,10:47:47,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,10:48:34,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:49:22,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,10:50:24,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:50:45,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,10:52:04,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:52:12,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,10:52:54,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:52:55,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,10:53:34,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:53:36,Moderate (34 - 80 %),,,Traffic,
Vehicle,Stop,1st Lane,,10:53:47,Moderate (34 - 80 %),,,Jeepney in front loading,
Vehicle,Go,1st Lane,,10:54:01,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,10:54:04,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:04:16,Moderate (34 - 80 %),,,CUT ,
Passenger,Unload,2nd Lane,,10:57:58,Moderate (34 - 80 %),,,Loading jeepney in lane 1,
Vehicle,Go,2nd Lane,,10:58:05,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,10:58:41,Moderate (34 - 80 %),,,Jeepney loading in lane 2,
Vehicle,1 Lane Right,1st Lane,,10:58:48,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,10:59:31,Moderate (34 - 80 %),,,,
Stoplight,Stop,2nd Lane,,10:59:55,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,11:01:20,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,1st Lane,,11:01:50,Moderate (34 - 80 %),,,From 2 lanes to 4 lanes,
Passenger,Load,2nd Lane,,11:02:00,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,11:02:22,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,1st Lane,,11:02:47,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,11:03:15,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,3rd Lane,,11:03:25,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,11:05:06,Moderate (34 - 80 %),,,CUT,
Vehicle,Stop,1st Lane,,11:05:46,Moderate (34 - 80 %),,,Traffic,
Vehicle,Go,1st Lane,,11:11:09,Moderate (34 - 80 %),,,,Note: Slowly moving
Vehicle,Stop,1st Lane,,11:11:26,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:11:30,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,11:12:03,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:12:07,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,11:12:35,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:12:40,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,11:13:01,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:14:44,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,11:15:19,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:15:28,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,11:16:12,Moderate (34 - 80 %),,,Traffic,
Vehicle,Go,1st Lane,,11:16:38,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:23:29,Low (0 - 33 %),,,End of ride,
Vehicle,Stop,1st Lane,,11:24:03,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,10:31:00,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,10:32:40,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:32:48,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,10:33:55,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:34:29,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,10:35:00,Moderate (34 - 80 %),,,Traffic for vehicles u-turn,
Vehicle,Go,2nd Lane,,10:35:02,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,10:35:09,Full (81 - 100%),,,Overtaking jeepney infront,
Vehicle,Go,2nd Lane,,10:35:13,Full (81 - 100%),,,,
Vehicle,Stop,2nd Lane,,10:35:44,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,10:35:57,Full (81 - 100%),,,,
Vehicle,Stop,2nd Lane,,10:36:47,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,10:37:04,Full (81 - 100%),,,slow moving traffic,
Passenger,Load,2nd Lane,,10:37:33,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,10:37:40,Full (81 - 100%),,,,
Passenger,Load,2nd Lane,,10:38:14,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,10:38:21,Full (81 - 100%),,,,
Stoplight,Stop,2nd Lane,,10:38:36,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,10:39:17,Full (81 - 100%),,,,
Passenger,Unload,2nd Lane,,10:39:39,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,10:39:48,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,10:40:37,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,10:40:45,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,1st Lane,,10:41:03,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,10:41:13,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:41:21,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,1st Lane,,10:41:42,Moderate (34 - 80 %),,,2 lanes to 3 lanes,
Passenger,Load,1st Lane,,10:41:50,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:41:57,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,10:42:00,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,10:42:06,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,10:42:15,Moderate (34 - 80 %),,,3 lanes to 2 lanes,
Vehicle,Go,1st Lane,,10:54:27,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,10:54:56,Moderate (34 - 80 %),,,Incoming traffic in intersection,
Vehicle,Go,1st Lane,,10:55:09,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Left,3rd Lane,,10:55:19,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,10:55:25,Moderate (34 - 80 %),,,,
Vehicle,Stop,3rd Lane,,10:56:00,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,10:56:14,Moderate (34 - 80 %),,,,
Stoplight,Stop,3rd Lane,,10:56:31,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,10:56:36,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,1st Lane,,10:56:59,Moderate (34 - 80 %),,,"Turned left, going to 1st lane",
Vehicle,Go,1st Lane,,10:57:29,Moderate (34 - 80 %),,,CUT,
Vehicle,Go,2nd Lane,,11:03:34,Moderate (34 - 80 %),,,4 lanes,
Vehicle,1 Lane Right,1st Lane,,11:04:07,Moderate (34 - 80 %),,,less traffic,
Passenger,Unload,1st Lane,,11:04:22,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:04:26,Moderate (34 - 80 %),,,,
Stoplight,Go,1st Lane,,11:04:43,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,11:04:49,Moderate (34 - 80 %),,,Jeepney in lane 1 loading,
Stoplight,Stop,1st Lane,,11:17:04,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:17:13,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,11:18:48,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:19:15,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,11:20:03,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,11:20:08,Low (0 - 33 %),,,,
Vehicle,1 Lane Left,2nd Lane,,11:20:15,Low (0 - 33 %),,,,
Stoplight,Go,2nd Lane,,11:20:32,Low (0 - 33 %),,,,
Vehicle,1 Lane Right,2nd Lane,,11:20:41,Low (0 - 33 %),,,2 lanes to 3 lanes,
Vehicle,1 Lane Right,1st Lane,,11:20:51,Low (0 - 33 %),,,turning right,
Vehicle,Stop,1st Lane,,11:20:54,Low (0 - 33 %),,,pedestrians crossing,
Vehicle,Go,1st Lane,,11:21:08,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,11:22:51,Low (0 - 33 %),,,traffic ahead,
Vehicle,Go,1st Lane,,11:22:59,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,12:17:22,Low (0 - 33 %),,*Start Quiapo,CUT,
Vehicle,Go,1st Lane,,12:19:47,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,12:21:19,Low (0 - 33 %),,,Parked cars in lane 1,
Vehicle,Go,2nd Lane,,12:21:25,Low (0 - 33 %),,,,
Stoplight,Stop,2nd Lane,,12:21:47,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,12:22:46,Low (0 - 33 %),,,,
Vehicle,1 Lane Right,1st Lane,,12:23:47,Low (0 - 33 %),,,3 lanes merge to 2 lanes,
Vehicle,1 Lane Right,2nd Lane,,12:24:09,Low (0 - 33 %),,,3 lanes merge to 4 lanes,
Stoplight,Stop,2nd Lane,,12:24:15,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,12:24:31,Low (0 - 33 %),,,,
Vehicle,Stop,2nd Lane,,12:24:53,Low (0 - 33 %),,,Middle of intersection stop. Traffic Jam,
Vehicle,1 Lane Right,1st Lane,,12:25:09,Low (0 - 33 %),,Backed up to move to the right lane (Towards loading/unloading station),,
Vehicle,1 Lane Left,2nd Lane,,12:25:17,Low (0 - 33 %),,Moving towards left lane to overtake,,
Vehicle,1 Lane Right,1st Lane,,12:25:33,Low (0 - 33 %),,"Overtake was unsuccessful, moved back to lane 1",,
Vehicle,Stop,1st Lane,,12:25:43,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,12:25:54,Low (0 - 33 %),,,,
Vehicle,1 Lane Left,1st Lane,,12:26:04,Low (0 - 33 %),,,lane 2 merge as lane 1,
Stoplight,Stop,1st Lane,,12:26:21,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,12:26:43,Low (0 - 33 %),,10km,,
Stoplight,Go,1st Lane,,12:27:37,Low (0 - 33 %),,,,Traffic enforcers at stop light
Vehicle,1 Lane Left,2nd Lane,,12:27:47,Low (0 - 33 %),,,Tricycle/e-bike in lane 1,
Vehicle,1 Lane Right,1st Lane,,12:28:17,Low (0 - 33 %),,,,
Vehicle,1 Lane Left,2nd Lane,,12:28:20,Low (0 - 33 %),,,Bus in Lane 1 unloading,
Vehicle,1 Lane Right,1st Lane,,12:28:25,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,12:28:39,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,12:28:43,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,12:28:54,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,12:28:55,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,12:29:15,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,Sudden Acceleration,12:29:55,Moderate (34 - 80 %),,47,,
Vehicle,1 Lane Right,1st Lane,,12:30:18,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,1st Lane,,12:30:48,Moderate (34 - 80 %),,,2 lanes merge to 3 lanes,
Passenger,Load,1st Lane,,12:30:54,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,12:31:00,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,Sudden Acceleration,12:31:07,Moderate (34 - 80 %),,40,Construction in lane 1,
Vehicle,1 Lane Right,1st Lane,,12:31:25,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,12:31:38,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,12:31:46,Moderate (34 - 80 %),,,,
Vehicle,Load,1st Lane,,12:31:55,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:32:08,Full (81 - 100%),,,,
Vehicle,1 Lane Left,3rd Lane,,12:32:38,Full (81 - 100%),,,,
Vehicle,2 Lane Right,1st Lane,,12:32:42,Full (81 - 100%),,,3 lanes into 4,
Vehicle,1 Lane Left,2nd Lane,,12:33:10,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,12:33:22,Full (81 - 100%),,,Truck overtaking to right lane,
Passenger,Load,1st Lane,,12:33:37,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:33:42,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,12:33:52,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,Sudden Acceleration,12:33:59,Full (81 - 100%),,26,,
Passenger,Load,1st Lane,,12:34:25,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:34:34,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,12:35:02,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:35:09,Full (81 - 100%),,,,
Vehicle,Stop,1st Lane,,12:35:21,Full (81 - 100%),,,Traffic,
Vehicle,Go,1st Lane,,12:35:43,Full (81 - 100%),,,,
Vehicle,Stop,1st Lane,,12:35:49,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:35:57,Full (81 - 100%),,,,
Vehicle,Stop,1st Lane,,12:36:00,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:36:01,Full (81 - 100%),,,,
Vehicle,Stop,1st Lane,,12:36:29,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:36:37,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,12:36:57,Full (81 - 100%),,,1 lane merges to 2 lanes,
Passenger,Unload,1st Lane,,12:37:05,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:37:11,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,12:37:45,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,12:38:25,Full (81 - 100%),,,,
Passenger,Unload,1st Lane,,12:38:43,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:38:51,Full (81 - 100%),,,,
Passenger,Unload,1st Lane,,12:39:06,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:39:11,Full (81 - 100%),,,,
Vehicle,Stop,1st Lane,,12:39:30,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:39:33,Full (81 - 100%),,5km,Traffic,
Passenger,Load,1st Lane,,12:40:44,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:40:55,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,12:40:59,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,Sudden Acceleration,12:41:05,Full (81 - 100%),,30,,
Vehicle,1 Lane Left,2nd Lane,,12:41:57,Full (81 - 100%),,,Vendors in lane 1,
Vehicle,1 Lane Right,1st Lane,,12:42:21,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,Sudden Acceleration,12:43:02,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,12:43:23,Full (81 - 100%),,,,
Passenger,Unload,2nd Lane,,12:43:43,Full (81 - 100%),,,Car in Lane 1,
Vehicle,Go,2nd Lane,,12:43:48,Full (81 - 100%),,,,
Stoplight,Stop,1st Lane,,12:44:16,Full (81 - 100%),,,3 Lanes merge into 2 lanes,
Vehicle,Go,1st Lane,,12:44:36,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,12:45:11,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:45:35,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,12:46:06,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,12:46:13,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:46:28,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,12:46:40,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:47:16,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,12:47:18,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,12:47:52,Full (81 - 100%),,,,
Stoplight,Stop,1st Lane,,12:48:08,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,12:50:10,Full (81 - 100%),,,CUT,
Vehicle,Go,1st Lane,,12:50:22,Full (81 - 100%),,,,
Passenger,Unload,1st Lane,,12:51:18,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,12:51:28,Moderate (34 - 80 %),,,CUT,
Vehicle,Go,2nd Lane,,12:51:32,Moderate (34 - 80 %),,,Jeepney in Lane 1 unloading,
Vehicle,1 Lane Right,1st Lane,,12:51:46,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,12:52:18,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,12:53:06,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,12:54:42,Moderate (34 - 80 %),,,Taxi in lane 1 loading,
Vehicle,1 Lane Right,1st Lane,,12:54:44,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,12:54:49,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,12:54:58,Low (0 - 33 %),,,,
Passenger,Unload,1st Lane,,12:56:33,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,12:56:39,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,12:56:44,Low (0 - 33 %),,,Car backing up,
Vehicle,Go,1st Lane,,12:57:04,Low (0 - 33 %),,,,
Passenger,Unload,1st Lane,,12:57:52,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,12:58:00,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,12:59:08,Low (0 - 33 %),,,End of line (or end of recording*),
Vehicle,Wait,1st Lane,,13:11:45,Low (0 - 33 %),,,,To Quiapo
Vehicle,Go,1st Lane,,13:12:41,Low (0 - 33 %),3km,,,
Passenger,Load,1st Lane,,13:13:44,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,13:14:05,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,13:14:14,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,13:14:29,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,13:16:29,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:16:40,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,13:18:36,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:18:42,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,13:19:11,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:19:20,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,13:20:50,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:20:55,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,13:21:10,Moderate (34 - 80 %),,,,
Passenger,Go,1st Lane,,13:21:14,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,13:21:46,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:22:36,Moderate (34 - 80 %),,,,
Passenger,Wait,1st Lane,,13:23:02,Full (81 - 100%),,Unloading loading,,
Vehicle,Go,1st Lane,,13:24:54,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,13:24:56,Full (81 - 100%),,,Lane 1 has construction,
Passenger,Load,2nd Lane,,13:25:20,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:25:41,Full (81 - 100%),,,,
Passenger,Load,2nd Lane,,13:25:58,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:26:08,Full (81 - 100%),,,,
Vehicle,Stop,2nd Lane,,13:26:20,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:26:23,Full (81 - 100%),,,Traffic Jam,
Vehicle,Stop,2nd Lane,,13:26:29,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:27:42,Full (81 - 100%),,,,
Stoplight,Stop,2nd Lane,,13:28:09,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:30:09,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,13:31:57,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,13:31:57,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,13:32:16,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,13:33:35,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,13:33:53,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,13:34:08,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,13:34:35,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,13:34:51,Full (81 - 100%),,,,
Vehicle,Stop,2nd Lane,,13:34:53,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:36:17,Full (81 - 100%),,,,
Stoplight,Stop,2nd Lane,,13:26:44,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:36:25,Full (81 - 100%),,,,
Stoplight,Stop,2nd Lane,,13:36:44,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:38:47,Full (81 - 100%),,,,
Passenger,Unload,1st Lane,,13:39:09,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,13:39:18,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,13:39:58,Moderate (34 - 80 %),,,turning left,
Vehicle,Go,1st Lane,,13:40:10,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Left,3rd Lane,,13:43:28,Moderate (34 - 80 %),,,,
Stoplight,Stop,3rd Lane,,13:45:10,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,Sudden Acceleration,13:46:25,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,Sudden Break,13:47:25,Moderate (34 - 80 %),,,Traffic Jam,
Vehicle,Go,1st Lane,,13:47:27,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,13:47:53,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:27:55,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,13:48:59,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,13:49:16,Moderate (34 - 80 %),,,,
Vehicle,Load,1st Lane,,13:49:35,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,13:49:40,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,13:50:13,Full (81 - 100%),,,,
Stoplight,Stop,2nd Lane,,13:50:35,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,13:51:36,Full (81 - 100%),,,,
Passenger,Load,1st Lane,,13:53:26,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,13:53:29,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,13:53:58,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,13:54:12,Full (81 - 100%),,,,
Stoplight,Stop,1st Lane,,13:54:23,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,13:54:40,Full (81 - 100%),,,,
Vehicle,1 Lane Left,2nd Lane,,13:54:56,Full (81 - 100%),,,,
Vehicle,1 Lane Right,1st Lane,,13:55:09,Full (81 - 100%),,,,
Passenger,Unload,1st Lane,,13:55:20,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Left,3rd Lane,,13:55:36,Moderate (34 - 80 %),,,4 lanes merge to 2,
